tenure_months,monthly_charges,total_charges,num_support_tickets,contract_length_score,avg_session_minutes,num_products,late_payments_last_year,satisfaction_score,competitor_offer_seen,churned
-0.8174954238116926,-0.24433921089013066,0.5615380102500549,0.7067096017860371,-1.111545855898452,2.207567536387163,-1.2412116559419497,-2.404480375849398,-0.12899061204362816,-4.182744815819223,0
2.642960741004047,-0.3010286857600334,0.06680504942136833,-0.02181879686992613,2.1057717006684786,2.097457815426306,0.12621846762010605,-0.8803355372461796,-1.6566847127098585,-2.0133616376214047,1
2.004662980884957,-0.12396804026931554,-0.16920004991082038,-0.32410908299910274,2.334144930606503,1.9464781681804482,-0.9084700343013888,1.9317437322210687,-1.5185418388460463,0.15965587610634913,1
-2.100123322519967,2.142007590752488,-1.8270716765448993,0.31816394347302285,-0.530464784195994,2.7450547207769587,-0.2250322689615891,1.9322573531206704,0.27239930517160316,-2.168572047289051,0
-2.6276294366293738,3.7221543536334396,-1.7480391535589868,0.2798413049071018,0.5812438895414789,-1.935221342113187,-0.3435382254295648,-1.381724871780321,0.7392458253648089,-3.589889315604167,0
-3.6322653674607075,1.40792425949062,-0.6784258170722672,-0.5372890108923895,-1.818472443658773,3.106981917358495,1.4120694308092794,3.364688139903619,1.9449801577448693,-0.3907655419888221,0
-2.4339580860533445,-1.4293449508612917,0.21500669265121763,0.6004330767310017,-2.6771716849178016,3.6129990544501256,-1.3047857514585275,2.08902660919306,-1.4448676759639743,-2.0546721488872484,0
-4.276113098302309,4.826917576255578,-1.6927937573751741,0.12973574103081262,0.8432575153351345,-1.8492539404771446,0.12367644248041414,-0.4355711628653933,1.5108266130759693,-4.340146874856249,0
-3.2165997592189335,0.2606206804120717,-0.044113980397881614,-0.44629511151431916,-2.739123355320877,0.42053260489701993,-0.6617404082330068,0.6256406605573878,1.4405460069306852,-0.3604681102704097,0
-2.361610519124192,-1.3817724042405464,1.749512624658037,0.12180132231336971,-1.3908598182283194,-1.2291595977903431,0.2998304641277433,-0.07931191862062548,-0.5947773796853557,-1.0369867142364444,0
-3.8689006900456615,1.0220196348808452,-1.0033012230599243,-0.7768115290042346,-1.500450610891967,-4.8954445646016636,-1.0969834436330042,0.15562225349896797,-1.8327013306588458,-1.2740163194156422,0
-2.0906417252124627,2.74112166700533,-1.1024243944453063,-0.8186667372001304,0.6156540934412928,-2.624400612549474,0.2651140053814113,-1.4876482227372232,0.25699458844475265,-2.795102941586932,0
-1.8238650579117428,-1.1580671769812039,0.20593149464222305,-1.1709308154216498,-1.9441929150388617,-3.895457414474725,0.08401354812172958,-0.707170284624568,-1.7424180917220609,0.2364566873042655,0
-0.40326642524036355,0.4228358640297962,-0.7737824277989737,-1.2990890349254696,-0.7669642871786639,-1.5955234068270394,0.08726833879680854,-2.3269235663274968,-0.8997264876682957,-1.9485831013421748,0
2.47344810825712,-2.39565112397818,-2.290757496059581,1.907264424339979,-2.3192540341586527,-1.0489211588712641,-1.8276641289158875,-1.3504506993566225,-4.7309662374024555,0.6168647982130409,0
-4.731481038816209,-0.5443274589880006,0.8452845047596296,-0.37291140409460116,-3.5026088311130623,0.20840249245006703,1.9251288835335925,0.5871187542207457,0.3681208519824595,-2.031102516241623,0
0.5995270728787794,-1.6842381333638736,2.323616685500494,-1.710808116317977,1.2480341531069923,0.08563212864907044,0.3087628210367523,0.3650441762211116,-0.649197582691345,0.027794911300535574,1
-2.037193033089659,-0.2770005456360982,-0.10642524266258224,0.6509316224999498,-1.634133143933381,1.0777884396402386,1.3819493215339949,0.7853377087686095,-0.718079877334605,-1.5804636710626456,0
0.02051641855762712,2.278722660964333,-2.6427997695027803,1.7174444277975778,-0.794048888190652,-1.1273376166531124,1.015420414977007,-1.6757403902576637,1.0705565564912694,-0.07025878003771147,0
