tenure_months,monthly_charges,total_charges,num_support_tickets,contract_length_score,avg_session_minutes,num_products,late_payments_last_year,satisfaction_score,competitor_offer_seen,churned
-1.3342664859400672,-0.7796418089206226,3.981811296114532,1.1492228407892695,2.4332473093047877,-0.2545217875834481,-2.126424038764405,-1.5585793192362085,2.4972262174539015,-1.1455060481868906,0
0.48920420927492103,2.443444646619167,-2.78200229746611,0.5046753319388642,-0.3928432427842278,0.4656327186325977,-1.6406604265821265,1.4756379759462122,-1.0461498302649135,3.5660184644106523,0
-2.713066066785522,2.877286037176723,-0.47183158473773557,1.214334668723132,1.0221632512847556,-1.632900533281029,1.6866348462681406,0.3326778613454901,-0.4073275180256005,1.849802685522886,0
3.5543119501802916,-2.383484207900245,-0.7408147505020112,-0.6652629395129489,-4.969263263359414,0.6109978387079533,1.0577406431470142,3.660296717745288,0.08970858147458649,3.229031483586402,0
0.8821377197803283,-1.2350232546629796,-1.1734761193598913,1.2220285029859286,0.4695771066038249,0.7479688858335516,-1.63372573262762,-2.0431650474341736,1.3097165995122815,0.20995274169193354,1
-1.3926057674878014,1.9042213852640977,-1.4559622368927152,1.3195421255486097,4.14617204142759,-0.34302497877765825,2.2562353845753083,-3.6657209503193413,0.030306618056952117,-2.9602051345223694,0
0.8636965595042849,-0.7627715314288671,0.06197807595017346,0.012538186842484644,-2.6405054506117347,-0.33914762932369,0.3575050566863379,2.263027075279983,0.15466586261704862,3.1928269804470015,0
1.3729218557248504,1.4322487329159204,-3.20338356652476,0.12568537125762536,0.12190990327125883,-0.7065819419350586,-0.03340570043737501,0.34896723776782895,-2.1465914499186214,2.5420712871708835,1
0.0009050927906578687,1.2570028540641518,-1.689319986874747,1.4834932749613583,3.16630767387895,0.16211796788588628,1.9074796887112688,-2.805464496152285,-0.2514949343273234,-2.515205273997955,0
-1.346046488956521,-1.307017999431769,-0.838223644164246,1.1705385639316064,2.810924314233405,0.195117826427588,-1.275668537802825,-4.643014799134759,-1.1234695701410184,1.681446933966067,1
-0.12104852389779164,0.2983446285817425,-0.5220360951045449,1.5113352085162486,3.733816139657037,0.9492686011733373,3.2263396293920183,-3.642603876238923,-0.09138233331787782,-3.9417098636954413,1
-1.5923318093626602,0.49109492930613785,0.15331230146711572,0.4662385798192093,0.4132582167714126,-0.24182986423332997,1.60917994916191,-0.2981275028978384,-1.054261253364536,2.3583676793180026,1
3.2683026157283073,1.9615640614209688,0.27856163276915435,0.16838550353035522,0.054395219300764075,-0.20886953296160116,1.2389957374901406,3.6103663076458195,-1.2619946581543138,-0.5911851443469807,0
-1.7858807391363976,-2.437422294272088,0.25715788368867976,1.2592894405691353,2.461957416023769,0.7409512698459623,-1.5401586139598842,-5.131934510740301,0.23554254592016788,1.2098311987737902,1
-4.022463768416888,1.7860230623319073,-1.58634588996087,2.3898899661664244,2.0865473035220905,0.37574646623122315,0.9314806400138967,-2.742984385134194,-1.2350120391715196,3.1131340390367326,0
-2.344244117378453,-0.35471040848369884,-0.5784031414452355,1.5898940898163767,2.5277696175344055,1.3862219116355106,1.4950483152554983,-3.917248214653243,-0.7227447239117338,0.6200032583366146,1
2.729437432630573,1.0601429781297198,2.356756579401301,0.2574362502469376,1.4538682314540825,1.8167434718034152,-1.3832729317453047,1.8448953712936778,2.348379994356049,-3.547702478305859,0
-3.3045831290823204,2.6780784783528895,0.039984814872268126,-0.7531395496312198,2.136269537330873,-0.9869146961062162,2.3066838669843706,-0.9563544172455888,0.018144253102791663,0.3871868860820659,0
0.6977229924515819,-0.6653220402667867,0.7429252330160167,-0.7252625891330476,2.2333636024449626,1.341410237352394,1.6813822365800797,-1.9987836223028186,0.1934508555863833,-2.4165783998251267,0
-3.057762645171166,-1.558264477177854,1.108971570116235,1.922925495407524,2.5171788620917943,-1.4200674687642443,0.19722707300447628,-4.384018739339472,-0.13180035484801322,1.3608875757910797,1
-1.9267725554989688,0.08944754922504461,-1.0500608507871303,-0.940036369308399,0.9645429654594283,0.6123333299583331,0.8570097375171044,-2.131416417984427,-0.5887869022999584,2.120895577003869,1
